id,base_url,vulnerability_type,technique_id,timestamp,attacker_id,session_id,is_synthetic
3978d38e-e266-41b2-8588-7efaf1b6ba27,https://example.com,missing-re-authentication-sensitive-actions,T1078,2024-09-22 03:35:19.730762,064e4277-e44e-49f3-9030-04a4b60dd9c6,f33-44f8-ba63-1123d54bae68,True
629bc5f3-d04e-46dc-b8e4-e90530dd1c2d,https://example.com,missing-re-authentication-sensitive-actions,T1074,2024-09-22 03:37:12.891621,064e4277-e44e-49f3-9030-04a4b60dd9c6,f33-44f8-ba63-1123d54bae68,True
bc87add1-af89-4c84-ad7b-27f8172db388,https://example.com,missing-re-authentication-sensitive-actions,T1132,2024-09-22 03:38:45.386372,064e4277-e44e-49f3-9030-04a4b60dd9c6,f33-44f8-ba63-1123d54bae68,True
331a7f36-fbe7-424b-936b-0e4d3aac7a0a,https://example.com,missing-re-authentication-sensitive-actions,T1102,2024-09-22 03:40:22.589136,064e4277-e44e-49f3-9030-04a4b60dd9c6,f33-44f8-ba63-1123d54bae68,True
f1831356-8644-4921-9d1d-a50e141e72e6,https://example.com,broken-function-level-authorization,T1190,2024-09-22 03:41:49.951409,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
79c162aa-c58b-406a-bfee-40b3c6a74f2d,https://example.com,broken-function-level-authorization,T1083,2024-09-22 03:43:33.458037,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
621a8ffb-b87f-412b-b0a2-276f070c151d,https://example.com,broken-function-level-authorization,T1057,2024-09-22 03:46:17.230592,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
39e88aa8-d4e4-4587-a47c-d0680cd66586,https://example.com,broken-function-level-authorization,T1007,2024-09-22 03:47:57.318304,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
f87ea581-7fc0-4c5d-a1b6-cd0eafc6a417,https://example.com,broken-function-level-authorization,T1134,2024-09-22 03:50:04.453181,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
c0560231-996c-44ce-b0bc-735f4b241a11,https://example.com,broken-function-level-authorization,T1005,2024-09-22 03:51:21.924179,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
500eba0e-810e-4583-8ea0-104aec488244,https://example.com,broken-function-level-authorization,T1041,2024-09-22 03:53:09.535209,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
4102237f-fabf-442b-86de-50eec0f6bb71,https://example.com,broken-function-level-authorization,T1070,2024-09-22 03:55:32.234342,518b6076-381b-4404-b964-0d81011c92c2,044-4748-9158-0c9ffb2a3377,True
fb16d9dc-fcba-4b36-9317-51f952e7cab5,https://example.com,broken-function-level-authorization,T1594,2024-09-22 03:57:13.292609,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
f9caf874-9f56-4e58-9f5f-60fb6dd72de4,https://example.com,broken-function-level-authorization,T1595,2024-09-22 03:58:48.580732,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
913761b9-04ab-457e-b316-5ed95384247d,https://example.com,broken-function-level-authorization,T1190,2024-09-22 04:00:48.157119,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
7035390c-a933-4364-9d99-0fc0974571c7,https://example.com,broken-function-level-authorization,T1105,2024-09-22 04:01:55.415972,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
1209a6e0-300c-4f80-9fd8-467a17e789d2,https://example.com,broken-function-level-authorization,T1059,2024-09-22 04:04:01.121631,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
d8259f94-57cf-4174-a155-5f54c2470aac,https://example.com,broken-function-level-authorization,T1057,2024-09-22 04:06:15.095239,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
cd6ae750-3057-4d4e-a67c-eee9a84919cf,https://example.com,broken-function-level-authorization,T1007,2024-09-22 04:08:44.530768,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
7858052f-4e05-4265-816f-2e30d84a9a6b,https://example.com,broken-function-level-authorization,T1134,2024-09-22 04:09:49.714613,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
a0c70164-823a-4bbf-9bf6-b2bb281594e6,https://example.com,broken-function-level-authorization,T1003,2024-09-22 04:11:56.683231,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
8caf9b19-6b70-4ef7-8efc-2051fe29bdaf,https://example.com,broken-function-level-authorization,T1021,2024-09-22 04:14:12.312384,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
c42bd919-6a66-4c2a-ad9e-33c5585fc2c1,https://example.com,broken-function-level-authorization,T1041,2024-09-22 04:16:04.929273,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
13f16705-8fe4-47de-a09c-a75fe7d7a540,https://example.com,broken-function-level-authorization,T1070,2024-09-22 04:18:17.951894,127756d5-34ba-46a8-9add-63beb2ee1d08,216-4b36-8160-849d1ef82486,True
80f11424-c930-40b7-9b33-33dd9603fa79,https://example.com,broken-function-level-authorization,T1594,2024-09-22 04:19:56.322715,781f54d9-0e73-4bc9-9cf6-63880703d960,332-48b7-8278-80321723ac82,True
c1a8fa4b-6ae0-441f-a9fc-71ce5f69f675,https://example.com,broken-function-level-authorization,T1110,2024-09-22 04:22:09.570684,781f54d9-0e73-4bc9-9cf6-63880703d960,332-48b7-8278-80321723ac82,True
38d4e476-2d5e-4a78-80c9-f934a2db4d19,https://example.com,broken-function-level-authorization,T1586,2024-09-22 04:24:12.664775,781f54d9-0e73-4bc9-9cf6-63880703d960,332-48b7-8278-80321723ac82,True
ef45d649-8a7a-4893-837a-ae9f36e16a02,https://example.com,broken-function-level-authorization,T1087,2024-09-22 04:26:29.931612,781f54d9-0e73-4bc9-9cf6-63880703d960,332-48b7-8278-80321723ac82,True
e9cc0663-4f53-499c-b06e-5408fcbc80ce,https://example.com,broken-function-level-authorization,T1531,2024-09-22 04:28:33.416620,781f54d9-0e73-4bc9-9cf6-63880703d960,332-48b7-8278-80321723ac82,True
11da8e3f-c962-431c-ad06-45700506f431,https://example.com,broken-function-level-authorization,T1529,2024-09-22 04:30:18.452428,781f54d9-0e73-4bc9-9cf6-63880703d960,332-48b7-8278-80321723ac82,True
86304cbb-c52b-4bca-9636-c5fcdee9c2fe,https://example.com,password-reset-token-predictable,T1594,2024-09-22 04:32:16.205770,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
34703c65-6df5-45c6-9a41-8bc81de2a185,https://example.com,password-reset-token-predictable,T1087,2024-09-22 04:34:16.852797,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
71284cd2-5d45-492f-8b82-ef71159c16a1,https://example.com,password-reset-token-predictable,T1201,2024-09-22 04:36:27.681313,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
4844f74e-9900-4a86-8fb9-98147e49982d,https://example.com,password-reset-token-predictable,T1059,2024-09-22 04:37:46.641475,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
68d503b8-2a18-4e4a-b5ae-42ccce60644d,https://example.com,password-reset-token-predictable,T1078,2024-09-22 04:40:13.088162,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
f9f9c5a9-918d-461b-8b34-05b8f3dbd98f,https://example.com,password-reset-token-predictable,T1562,2024-09-22 04:42:48.641171,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
7cf3f5b1-5454-440f-a956-e0b6d707cc97,https://example.com,password-reset-token-predictable,T1531,2024-09-22 04:44:59.279510,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
a743846b-1e16-4e17-beeb-573119c4c07b,https://example.com,password-reset-token-predictable,T1136,2024-09-22 04:46:50.845473,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
26925b50-b6ad-43d7-bdf8-b30ad35a4082,https://example.com,password-reset-token-predictable,T1529,2024-09-22 04:48:10.240284,7c109d5f-64b8-47e2-8b98-886798ffdeb6,991-44e7-b209-7d98df0d9b73,True
3680a7d9-27e3-4ec8-90e4-12329dbf729c,https://example.com,rest-api-verbose-errors,T1594,2024-09-22 04:50:11.541679,4c648cd2-f29f-4dc9-9ef4-98f71cd2dac9,1cd-462e-9674-b31bdfc6beec,True
638f1696-f2c5-4d7f-a597-d58a8ede5618,https://example.com,rest-api-verbose-errors,T1595,2024-09-22 04:52:57.660264,4c648cd2-f29f-4dc9-9ef4-98f71cd2dac9,1cd-462e-9674-b31bdfc6beec,True
0a06fef6-e38d-4256-98c5-43827d44f646,https://example.com,rest-api-verbose-errors,T1087,2024-09-22 04:55:20.658189,4c648cd2-f29f-4dc9-9ef4-98f71cd2dac9,1cd-462e-9674-b31bdfc6beec,True
b193d1f7-b12e-45b0-b2e0-ddd315958a60,https://example.com,rest-api-verbose-errors,T1589,2024-09-22 04:57:39.254694,4c648cd2-f29f-4dc9-9ef4-98f71cd2dac9,1cd-462e-9674-b31bdfc6beec,True
61a256bd-16fa-46af-83da-d66a416e793a,https://example.com,rest-api-verbose-errors,T1110,2024-09-22 04:59:09.456464,4c648cd2-f29f-4dc9-9ef4-98f71cd2dac9,1cd-462e-9674-b31bdfc6beec,True
b8cd9892-06d1-4915-86b6-6e2f693f1841,https://example.com,rest-api-verbose-errors,T1566,2024-09-22 05:00:43.433857,4c648cd2-f29f-4dc9-9ef4-98f71cd2dac9,1cd-462e-9674-b31bdfc6beec,True
ed7599b7-de93-464d-ad4f-e73adf91a10b,https://example.com,timing-attack-user-enumeration,T1594,2024-09-22 05:02:41.074757,80b5e1c0-83a5-4fc5-884e-10faa083835f,bc0-44f4-9bf4-57be3e4cd552,True
cc62f7ff-743a-48be-9078-0423b4dec4b4,https://example.com,timing-attack-user-enumeration,T1589,2024-09-22 05:04:57.800328,80b5e1c0-83a5-4fc5-884e-10faa083835f,bc0-44f4-9bf4-57be3e4cd552,True
c09b5a97-6314-471e-ab6a-dfbefc604e12,https://example.com,timing-attack-user-enumeration,T1595,2024-09-22 05:07:48.855659,80b5e1c0-83a5-4fc5-884e-10faa083835f,bc0-44f4-9bf4-57be3e4cd552,True
4a9bb45e-7fbc-43bc-8419-31b6d6ce2ee9,https://example.com,timing-attack-user-enumeration,T1087,2024-09-22 05:10:01.570396,80b5e1c0-83a5-4fc5-884e-10faa083835f,bc0-44f4-9bf4-57be3e4cd552,True
e6037337-035d-474c-a639-b0eaf1ffc62d,https://example.com,timing-attack-user-enumeration,T1110,2024-09-22 05:12:03.205116,80b5e1c0-83a5-4fc5-884e-10faa083835f,bc0-44f4-9bf4-57be3e4cd552,True
0fbc86ed-01fd-42c1-a1c6-6281d4a19fd5,https://example.com,timing-attack-user-enumeration,T1566,2024-09-22 05:13:42.741573,80b5e1c0-83a5-4fc5-884e-10faa083835f,bc0-44f4-9bf4-57be3e4cd552,True
cfb1d8c9-f3b4-4359-ac6b-4d5248a7284e,https://example.com,mass-assignment-vulnerability,T1594,2024-09-22 05:16:27.959492,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
68bfaf00-baf0-4ba2-8757-563d22bd0a79,https://example.com,mass-assignment-vulnerability,T1595,2024-09-22 05:18:13.149253,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
75841c3b-a843-4970-ac3c-b7674b48f717,https://example.com,mass-assignment-vulnerability,T1585,2024-09-22 05:20:03.727276,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
2b763e65-4783-49a5-a0f0-6c07c085e270,https://example.com,mass-assignment-vulnerability,T1087,2024-09-22 05:21:51.429266,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
9ac2a058-3db1-42da-a8ec-6157c303d20e,https://example.com,mass-assignment-vulnerability,T1069,2024-09-22 05:23:34.694877,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
d7bfce5d-c660-4cbb-b04a-e3ea3d5f123d,https://example.com,mass-assignment-vulnerability,T1098,2024-09-22 05:25:38.018607,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
38019bb8-6f25-4719-97f0-d477c41f33bd,https://example.com,mass-assignment-vulnerability,T1136,2024-09-22 05:27:59.782573,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
387773c9-47fc-4666-89b7-5f48b828b68a,https://example.com,mass-assignment-vulnerability,T1078,2024-09-22 05:30:22.044367,69c06dbc-68be-430a-8b4e-fa0270297a68,88c-4ba4-8557-b439db941028,True
0615112f-9eaa-463c-9860-67e6da495b3d,https://example.com,mass-assignment-vulnerability,T1594,2024-09-22 05:31:52.912104,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
08ee474d-1591-484f-bcd4-4a664d2cbcfa,https://example.com,mass-assignment-vulnerability,T1595,2024-09-22 05:33:45.010368,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
d6b035b8-d3c5-4223-a119-85e14789b57b,https://example.com,mass-assignment-vulnerability,T1087,2024-09-22 05:35:57.382987,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
06daca1c-bdbe-47f2-bb09-b9fbcb1cb506,https://example.com,mass-assignment-vulnerability,T1190,2024-09-22 05:38:32.985580,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
be05135c-bf0e-4a41-a9b2-983d791a4990,https://example.com,mass-assignment-vulnerability,T1098,2024-09-22 05:40:11.097054,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
541ea184-23be-47ea-b9c0-24dd44091e98,https://example.com,mass-assignment-vulnerability,T1136,2024-09-22 05:41:32.877852,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
2a554cdf-14f8-4ea1-8967-387c0fe745b5,https://example.com,mass-assignment-vulnerability,T1556,2024-09-22 05:43:33.443273,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
b7563890-424f-4421-a79c-9ae6040112fa,https://example.com,mass-assignment-vulnerability,T1070,2024-09-22 05:45:36.258237,7260df2f-0e79-44cb-8591-32fce195cbc3,138-440c-a44e-e9aab9877f50,True
16bfbd00-7b44-479c-84f5-2cbcf679719d,https://example.com,unrestricted-file-upload,T1650,2024-09-22 05:47:43.436204,7260df2f-0e79-44cb-8591-32fce195cbc3,f96-4b74-8aa8-e435b557a558,True
66e932ca-1ebc-4101-81db-bf7eeae621d6,https://example.com,unrestricted-file-upload,T1596,2024-09-22 05:50:22.531835,7260df2f-0e79-44cb-8591-32fce195cbc3,f96-4b74-8aa8-e435b557a558,True
509c0e1c-3275-4ca2-9bfe-6331ac428435,https://example.com,unrestricted-file-upload,T1078,2024-09-22 05:52:12.957760,7260df2f-0e79-44cb-8591-32fce195cbc3,f96-4b74-8aa8-e435b557a558,True
68e176de-7b2b-4e0b-8018-4cbcda1a1946,https://example.com,unrestricted-file-upload,T1105,2024-09-22 05:54:28.382655,7260df2f-0e79-44cb-8591-32fce195cbc3,f96-4b74-8aa8-e435b557a558,True
2d69f24a-df4e-4c00-98da-cae659883435,https://example.com,unrestricted-file-upload,T1546,2024-09-22 05:56:36.067104,7260df2f-0e79-44cb-8591-32fce195cbc3,f96-4b74-8aa8-e435b557a558,True
f70c8f9b-95b2-463f-8a7e-4faefa174221,https://example.com,unrestricted-file-upload,T1568,2024-09-22 05:58:55.052463,7260df2f-0e79-44cb-8591-32fce195cbc3,f96-4b74-8aa8-e435b557a558,True
0f943132-756d-4e10-963a-efca1ddb05a9,https://example.com,unrestricted-file-upload,T1537,2024-09-22 06:01:23.435847,7260df2f-0e79-44cb-8591-32fce195cbc3,f96-4b74-8aa8-e435b557a558,True
950797e0-b7f2-4e63-bf25-d91ea6233f9c,https://example.com,admin-panel-publicly-accessible,T1650,2024-09-22 06:03:18.784020,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
dec18799-0b40-471c-904b-15a30d93ee9f,https://example.com,admin-panel-publicly-accessible,T1078,2024-09-22 06:05:20.273482,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
187dc46c-a2e6-486d-8480-95549fe71a1f,https://example.com,admin-panel-publicly-accessible,T1133,2024-09-22 06:07:43.235053,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
b92a93a5-ae64-47dd-b9ad-d73016a1448b,https://example.com,admin-panel-publicly-accessible,T1105,2024-09-22 06:09:41.796144,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
d4ce5a70-f2f8-41c8-8789-1c5f2a73a373,https://example.com,admin-panel-publicly-accessible,T1136,2024-09-22 06:12:03.114385,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
72863bb5-3653-4543-ad25-fd01c7c448de,https://example.com,admin-panel-publicly-accessible,T1546,2024-09-22 06:13:14.610740,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
d06d311b-feeb-4527-a106-6fb62b4996c1,https://example.com,admin-panel-publicly-accessible,T1562,2024-09-22 06:15:41.445535,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
6cb6966e-48ac-4b4f-bd7c-2d3771a980be,https://example.com,admin-panel-publicly-accessible,T1560,2024-09-22 06:18:06.893454,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
d2632e5a-f03b-4651-9721-7038dabf96ef,https://example.com,admin-panel-publicly-accessible,T1537,2024-09-22 06:19:40.036802,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
aaa7fb1e-7661-43c4-8059-016a67653712,https://example.com,admin-panel-publicly-accessible,T1568,2024-09-22 06:22:12.097644,2aeb3912-f80d-44a9-9b5e-2981b4d48dbf,514-4dac-80bc-ccd82c46d983,True
c8a9ab45-202f-4f28-bab4-d62655852c7e,https://example.com,oauth-redirect-uri-not-validated,T1591,2024-09-22 06:23:27.012514,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
9f75d980-fe04-491a-ba7b-9aed35eff70b,https://example.com,oauth-redirect-uri-not-validated,T1593,2024-09-22 06:25:13.472682,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
512b3a16-e4b8-4350-a357-12ef028b3868,https://example.com,oauth-redirect-uri-not-validated,T1583,2024-09-22 06:27:43.688298,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
c0512bf7-14f2-46c0-96af-a058c943baa5,https://example.com,oauth-redirect-uri-not-validated,T1585,2024-09-22 06:29:34.612076,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
db5d6922-0f3a-4dac-bfc8-824062c06cd4,https://example.com,oauth-redirect-uri-not-validated,T1602,2024-09-22 06:31:20.973632,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
7e3caa3a-6ff4-416c-a2dd-3e33a9b546e7,https://example.com,oauth-redirect-uri-not-validated,T1566,2024-09-22 06:32:47.455671,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
8faa1319-0428-477c-bc30-9e6e8acc9931,https://example.com,oauth-redirect-uri-not-validated,T1528,2024-09-22 06:34:52.832326,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
aa3f864d-7a8a-4dcc-b3b3-9eaa49beca2a,https://example.com,oauth-redirect-uri-not-validated,T1550,2024-09-22 06:37:08.685747,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
d8032d73-075d-403d-89d0-d21d4f82600c,https://example.com,oauth-redirect-uri-not-validated,T1665,2024-09-22 06:38:16.161480,c4444368-d60e-4118-b586-64d27ba14397,488-4d22-85ab-4d06fd87104f,True
b0d75ffe-f417-4ae8-b69b-4296799d1447,https://example.com,oauth-redirect-uri-not-validated,T1591,2024-09-22 06:41:03.575280,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
100d886c-b836-4f8b-85d5-f1d1a6eae6bb,https://example.com,oauth-redirect-uri-not-validated,T1596,2024-09-22 06:44:02.276853,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
5fa29016-6c21-4ec2-87a6-c2c242b9eb9f,https://example.com,oauth-redirect-uri-not-validated,T1583,2024-09-22 06:45:58.621512,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
9914f877-5044-4b9b-9e11-4393de217f75,https://example.com,oauth-redirect-uri-not-validated,T1585,2024-09-22 06:47:40.316921,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
5533f470-5420-4324-9339-9a37db186834,https://example.com,oauth-redirect-uri-not-validated,T1602,2024-09-22 06:49:18.830726,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
48a54678-d6b5-4da3-9d9b-fbe5d39b32ec,https://example.com,oauth-redirect-uri-not-validated,T1566,2024-09-22 06:52:06.245908,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
02be782f-f0a7-41bb-9313-99cfd26b709c,https://example.com,oauth-redirect-uri-not-validated,T1528,2024-09-22 06:53:46.718183,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
71e9b020-1eb4-4758-91fa-33c080986693,https://example.com,oauth-redirect-uri-not-validated,T1537,2024-09-22 06:55:23.273961,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,911-44b3-acd6-206b7052f665,True
f3051a6c-c29e-4aa0-b81b-850d8428ca9a,https://example.com,admin-panel-publicly-accessible,T1595,2024-09-22 06:57:09.755117,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
dc9184d6-fc8a-49c4-a5f9-aed35eaa4b4c,https://example.com,admin-panel-publicly-accessible,T1594,2024-09-22 06:59:27.742215,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
7f58de1f-7d94-4b21-b39d-61830cb15e6b,https://example.com,admin-panel-publicly-accessible,T1593,2024-09-22 07:01:30.578226,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
2f1a1254-b35b-4e44-a317-cd2d9aa88472,https://example.com,admin-panel-publicly-accessible,T1046,2024-09-22 07:02:45.181950,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
477263a8-355e-48a1-ba0d-98d9a35bc572,https://example.com,admin-panel-publicly-accessible,T1190,2024-09-22 07:03:37.175172,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
ed3cbbe5-eca7-467f-8084-221497a777af,https://example.com,admin-panel-publicly-accessible,T1110,2024-09-22 07:04:57.052162,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
1f99952d-e3e4-45ea-9b5e-d0dd2f7e6b74,https://example.com,admin-panel-publicly-accessible,T1136,2024-09-22 07:07:26.425272,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
aea2538c-f304-42e5-a401-9ee2dc2a4e9b,https://example.com,admin-panel-publicly-accessible,T1105,2024-09-22 07:09:24.420260,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
c80ea43c-2be4-49a5-bdc7-3c53197ed62c,https://example.com,admin-panel-publicly-accessible,T1070,2024-09-22 07:11:24.150502,63b3c373-8a9b-40c2-9c69-4d8bb93e295f,a9f-49a4-b2e3-49686ab3f6eb,True
